0.000000 0.000000 0.000000
-5.843956 0.000122 -5.843834
-5.833141 0.000487 -5.832654
-5.820871 0.001097 -5.819774
-5.833680 0.001950 -5.831730
-5.827014 0.003048 -5.823967
-5.834827 0.004390 -5.830437
-5.838727 0.005978 -5.832749
-5.833913 0.007812 -5.826101
-5.850784 0.009893 -5.840891
-5.839461 0.012222 -5.827239
-5.845990 0.014799 -5.831191
-5.851615 0.017626 -5.833989
-5.859436 0.020704 -5.838732
-5.855105 0.024035 -5.831071
-5.859337 0.027619 -5.831718
-5.857242 0.031458 -5.825784
-5.848174 0.035554 -5.812620
-5.852871 0.039909 -5.812962
-5.893739 0.044525 -5.849214
-5.880025 0.049403 -5.830622
-5.876492 0.054546 -5.821946
-5.879398 0.059955 -5.819443
-5.894445 0.065634 -5.828811
-5.898051 0.071533 -5.826518
-5.895164 0.077653 -5.817511
-5.915332 0.084049 -5.831284
-5.915060 0.090722 -5.824338
-5.951233 0.097678 -5.853555
-5.927836 0.104917 -5.822919
-5.942606 0.112444 -5.830163
-5.933682 0.120261 -5.813421
-5.987349 0.128374 -5.858976
-5.961027 0.136784 -5.824243
-5.972620 0.145497 -5.827123
-5.978576 0.154516 -5.824060
-5.997650 0.163846 -5.833804
-6.007294 0.173491 -5.833803
-6.034697 0.183457 -5.851240
-6.028596 0.193748 -5.834848
-6.029671 0.204368 -5.825303
-6.043281 0.215323 -5.827958
-6.064287 0.226620 -5.837667
-6.073603 0.238267 -5.835337
-6.099925 0.250270 -5.849655
-6.118416 0.262634 -5.855783
-6.123684 0.275366 -5.848318
-6.116280 0.288469 -5.827811
-6.130142 0.301961 -5.828181
-6.168575 0.315844 -5.852732
-6.178462 0.330128 -5.848334
-6.207537 0.344831 -5.862706
-6.234927 0.359961 -5.874966
-6.214658 0.375533 -5.839125
-6.264394 0.391561 -5.872833
-6.257808 0.408063 -5.849745
-6.281600 0.425054 -5.856545
-6.310072 0.442555 -5.867517
-6.298075 0.460586 -5.837488
-6.321217 0.479171 -5.842047
-6.354992 0.498177 -5.856815
-6.402026 0.517625 -5.884401
-6.376507 0.537691 -5.838816
-6.439858 0.558408 -5.881450
-6.443801 0.579820 -5.863981
-6.459025 0.601974 -5.857052
-6.498721 0.624926 -5.873795
-6.516383 0.648740 -5.867643
-6.573003 0.673477 -5.899526
-6.568569 0.699176 -5.869393
-6.618529 0.725753 -5.892776
-6.716372 0.752394 -5.963978
-6.671339 0.777612 -5.893727
-6.722477 0.800505 -5.921971
-6.710104 0.822480 -5.887625
-6.724872 0.845234 -5.879638
-6.788006 0.869043 -5.918963
-6.772055 0.893952 -5.878103
-6.813379 0.919951 -5.893428
-6.844002 0.946825 -5.897177
-6.842943 0.974572 -5.868371
-6.927566 1.003392 -5.924173
-6.932198 1.033287 -5.898911
-6.960795 1.064262 -5.896533
-6.965556 1.096333 -5.869223
-6.994028 1.129522 -5.864506
-7.042581 1.163857 -5.878724
-7.083499 1.199373 -5.884126
-7.151447 1.236109 -5.915338
-7.180656 1.274109 -5.906546
-7.181270 1.313437 -5.867834
-7.239246 1.354159 -5.885087
-7.294112 1.396350 -5.897761
-7.361685 1.440096 -5.921590
-7.381461 1.485494 -5.895967
-7.453757 1.532634 -5.921123
-7.502751 1.581643 -5.921108
-7.562869 1.632664 -5.930205
-7.603870 1.685866 -5.918004
-7.654917 1.741255 -5.913662
-7.736464 1.798619 -5.937845
-7.785003 1.858203 -5.926799
-7.843087 1.920718 -5.922369
-7.912713 1.986746 -5.925967
-8.012971 2.056287 -5.956684
-8.117654 2.129447 -5.988207
-8.183782 2.207192 -5.976590
-8.284288 2.287591 -5.996697
-8.353840 2.371232 -5.982608
-8.485704 2.461317 -6.024386
-8.642097 2.556789 -6.085308
-8.743766 2.660330 -6.083437
-8.847059 2.777139 -6.069919
-9.059077 2.909619 -6.149459
-9.275045 3.061476 -6.213570
-9.568414 3.228271 -6.340143
-9.837787 3.350781 -6.487006
-9.836837 3.395476 -6.441361
-9.656947 3.423571 -6.233376
-9.741689 3.469123 -6.272566
-9.665451 3.503949 -6.161502
-9.727459 3.529929 -6.197531
-9.781783 3.568625 -6.213158
-9.753398 3.619777 -6.133622
-9.805169 3.676932 -6.128237
-9.880070 3.737325 -6.142744
-9.905586 3.804348 -6.101239
-9.995323 3.877846 -6.117477
-10.102523 3.957954 -6.144569
-10.134476 4.043725 -6.090751
-10.310680 4.135942 -6.174739
-10.363930 4.234729 -6.129201
-10.464616 4.339940 -6.124676
-10.582604 4.452652 -6.129953
-10.703344 4.573145 -6.130200
-10.851593 4.703333 -6.148260
-10.979087 4.840507 -6.138580
-11.126967 4.975368 -6.151599
