-0.229266 0.110521 0.469914 0.000000 0.000000 0.000000 0.000000 0.000000
-1.816677e-01 1.338588e-01 5.025577e-01 -2.103915e-01 3.222421e-01 6.154787e-01 2.634593e-01 -0.000000e+00
-7.710683e-02 7.603023e-02 2.619440e-01 5.180758e-01 3.974893e-01 1.109771e-01 2.193581e-01 -1.036665e-01
-4.027706e-01 -1.903582e-02 2.684204e-01 -8.146539e-01 -1.739465e-02 4.423543e-01 4.298205e-01 -1.670538e-01
-6.190087e-01 7.809921e-01 9.719618e-01 -2.180999e-01 2.481281e-01 4.553361e-01 1.582330e-01 -3.160500e-01
1.427007e+00 6.478381e-01 1.327190e-01 7.877390e-01 4.529717e-01 2.102039e-01 4.349509e-01 -2.507378e-01
-4.032868e-01 -7.069622e-02 -2.459593e-01 3.667630e-01 1.284789e-01 5.523178e-01 2.280384e-01 -2.072279e-01
8.208471e-02 -1.815088e-01 1.781143e-01 3.209932e-01 -3.235584e-01 7.582394e-02 1.067380e-01 -1.563715e-01
8.334945e-02 1.902395e-01 6.337967e-02 -1.300165e-01 1.505347e-01 3.665122e-01 8.694809e-02 -1.644493e-01
-1.065649e+00 8.076993e-01 1.363640e+00 -4.349912e-01 3.650488e-01 6.723983e-01 3.872988e-01 -2.933726e-01
-5.137758e-01 6.967742e-01 1.567685e+00 -2.246609e-01 2.866483e-01 6.676574e-01 2.892031e-01 -2.920511e-01
-9.295365e-01 6.335198e-01 1.471357e+00 -4.426387e-01 3.472653e-01 7.933652e-01 4.729753e-01 -2.906332e-01
-2.721061e-01 -3.400414e-01 1.257465e+00 -1.610508e-01 1.054745e-01 4.526582e-01 1.209809e-01 -2.917723e-01
1.206033e-01 6.109272e-01 1.758712e-01 7.946665e-02 5.294716e-01 1.602934e-01 1.561746e-01 -1.855927e-01
-9.914461e-01 1.336077e-01 3.046110e-01 -2.659732e-01 1.399585e-01 3.859059e-01 1.196267e-01 -2.130161e-01
1.863059e-01 5.398836e-01 1.276977e+00 -8.948044e-02 1.924828e-01 5.003802e-01 1.477184e-01 -3.220738e-01
3.426063e-01 1.329033e-01 1.164786e+00 -1.104942e-01 1.365508e-01 4.625878e-01 1.224213e-01 -2.794358e-01
